PM2.5,PM10,CO,O3,NO,NO2,SO2,NOx
58.13017023223279,95.68,1.124405964493945,29.33416010780026,9.43718712184656,8.78315761576535,8.411298580158997,11.000520270303031
13.124378210595037,36.290971211247886,0.8324871576198536,19.95032151994561,1.4306496913022726,4.583462803141771,9.403563325045925,3.4099486304794144
50.36,108.16,0.0,28.45,9.68,23.27,6.41,11.18
48.57,95.68,0.89,30.84,9.89,21.69,9.16,23.52
33.54,79.84,1.51,4.74,10.64,4.44,8.64,10.8
15.542475024569198,29.66017810879704,0.4249031248940982,20.960656261649188,7.7374812472465555,18.43810622606621,4.554871842064566,25.76448434164096
73.54011949360927,95.68,0.6071614065871407,30.760555561819245,9.39101562799592,23.774624163509237,7.537922823098765,21.656605235797254
11.39,26.66,1.23,5.15,7.84,27.41,1.28,35.24
80.23,149.05,0.79,32.58,11.11,44.53,10.51,31.18
24.519764103120103,95.68,0.99508214145674,10.450516015977206,1.4584856805857438,9.503799494410142,4.1464279534452775,6.379789382612988
126.74617793848978,95.68,1.3573858908612233,42.73003573343571,10.912824460698472,40.06817314011328,7.953151224340819,29.871333576229603
41.31318829615875,95.68,1.350181847922706,57.60964370225351,4.989193794531916,8.245814616602718,7.586914737986698,4.419357574759135
53.959087900968925,95.68,0.8067932568252554,30.48008245975576,9.89,21.69,8.912314811014713,23.52
102.24,155.04,0.7,9.18,15.63,24.57,13.28,41.39
20.334575410086305,25.00709833924311,0.4099694571290254,23.47326206663439,3.8494196854514815,16.0148197530541,2.0130421579633757,19.977525939436752
48.57,95.68,0.0,30.84,9.89,21.69,9.16,23.52
90.1722102353792,95.68,0.6111536198319012,30.601614613043388,10.737722227198994,21.72658220399531,2.851547075621585,23.453167127316263
119.94559625527828,95.68,0.9973550958676743,43.50010160050525,11.60788391214435,45.47863592043301,8.693214525160892,33.42163724908266
36.74158129750323,95.68,0.7745505934072344,21.07011305495916,10.587854114599308,15.013764638924195,6.537920030616039,14.965675222126084
101.59308007230588,95.68,1.1058975142364649,32.83717553105854,12.245898125280888,17.473336286714712,5.457950590251502,19.448977586542338
46.67,95.68,1.05,15.15,12.22,16.74,11.76,28.97
113.48696216127868,95.68,0.8681413975219912,32.24396302665312,7.224791497058575,12.778058533396248,4.285520564683532,22.986650099536583
21.32,43.11,0.82,37.25,3.03,11.76,5.47,13.11
46.49723087193042,95.68,1.2451361759759876,58.8216149185933,5.540479902235562,6.247028444763224,6.18066720980243,3.653392703644084
79.94885979611497,95.68,0.7460420623530462,31.636389865452344,5.817754409803864,8.767145635772891,4.640253278867426,16.783881050934056
121.21161709024628,95.68,0.655724549652899,15.264972927182464,10.409272673329468,25.83736819280201,6.58307174358735,25.305997534931187
60.98263109438552,95.68,1.025101818377122,21.56620793021789,7.950398832961438,10.909739738390408,7.959645131073339,15.026183306251198
116.4550138198199,95.68,0.497365924312725,35.188832518385354,5.9731545657503,13.853137424486778,3.982066147566025,23.52
48.57,35.17755366075527,0.0128666229405063,21.584165155492823,14.3411215709962,13.776589374543036,3.183087824885654,22.63948467660211
19.80243595268516,45.93879001652985,0.7576841490720925,28.340060050878627,0.8239251310067579,5.012052641821318,2.973925131006758,2.906000778420161
16.740528049018387,34.30785905180822,0.4967331002789837,13.497234423982256,2.0599815075222168,9.838128206137643,11.92146907576979,6.88359564790245
87.21523250022874,103.407515171346,0.7197646884001501,35.11180287081061,11.034897144049268,19.982594050340577,12.791026491129823,29.836700014859872
31.44209980214893,95.68,1.6267348343577417,30.172684961716428,1.9358945279206337,22.756303534067083,15.109838985348883,18.643835186439823
15.08,29.63,0.65,17.14,9.97,18.83,4.26,22.65
132.307038179896,95.68,1.672226344514236,42.039067161341706,10.256106862082069,35.25886827742882,7.2396267124522495,26.591430048440515
73.9,104.01,1.01,52.35,5.61,11.53,6.29,15.68
44.33,89.88,0.98,37.49,5.26,26.8,7.12,28.22
48.57,95.68,0.0,30.84,9.89,21.69,9.16,23.52
67.45,114.47,0.55,32.42,9.39,18.54,11.9,26.53
51.33,60.03,0.44,8.76,2.92,0.35,7.69,3.89
14.8890530754995,37.91684250333102,0.5186920333086477,15.646837099185372,1.956720354552187,5.500883148038263,3.653118581791252,4.509214139156059
12.685278974908188,22.73427950149645,0.5032800280847072,14.220916004950404,8.277041558701248,18.109600210635303,3.463479922767055,25.20772295591543
49.54,95.68,0.88,42.6,8.47,14.49,9.06,22.35
122.7701567955838,95.68,1.4647940787184242,38.34966291882177,4.34970542665166,39.69193168932608,6.045776050158982,23.52
38.22487866856244,95.68,1.043966846635444,49.62372026178876,6.731772240616829,9.78803825192759,5.575162825344107,6.996023244033939
113.32716674899874,95.68,1.124931197519619,28.88012772561729,16.910350010592772,29.9806329828195,13.033220661929654,33.456641733109585
22.34,95.68,1.22,8.76,10.1,32.02,6.36,24.99
31.56,95.68,1.23,40.07,8.77,28.67,5.74,22.2
48.57,95.68,0.0,30.84,9.89,21.69,9.16,18.83
118.48649936691528,95.68,1.041899294626862,31.501068294577436,10.241745668308493,20.025242466965107,3.991817833233809,0.0658422137312194
47.37303047411622,95.68,0.4219165494671855,8.15802056126311,8.237292880518435,18.69514774619629,4.387311834474375,23.52
66.68387210885066,95.68,0.943954017163952,42.41648300897971,5.707803323797804,7.767812431851156,5.251092645567753,11.577086289180471
19.586370483645045,41.26863348390474,0.5449651235721616,28.67910351583555,5.405982875389032,13.74082673130877,13.917775843717928,11.725753010903302
23.99,43.01,0.38,23.3,10.56,27.24,6.21,21.24
117.60588595100754,95.68,0.726558874226691,21.46493557658194,5.164963216822814,8.160684273647824,3.8686689717123226,23.52
70.14,129.73,0.89,11.34,8.84,9.7,6.88,23.52
61.96508319991475,95.68,0.3348451833574831,12.922515634075392,8.306128894079269,16.12984449349967,3.403342194513967,23.52
48.18618603460815,95.68,1.2813350050970151,34.167142548679415,9.97093378181338,8.303124362873108,9.317734189574592,7.54818854225367
21.11194713896573,33.58669700517394,0.5616378556776367,31.45880805682204,2.394476819642718,9.811337525641358,4.489217520741448,6.454094639194092
31.309978416078238,62.1781029033745,0.5785900203066893,12.628611604228457,8.890198558385748,15.953484050782793,9.758056071057345,15.467310182760205
81.36,108.46,0.37,65.99,0.78,2.51,8.15,1.1
11.45796843616336,30.79946143305953,0.0,6.081273426795108,17.88843677258791,19.95497948285325,9.16,36.88061175697416
69.77102379099252,128.9251520763853,0.09809016829628,22.92177990254821,8.977832544592623,11.146635647288702,7.906560068325933,23.414903391111128
31.34592954397033,95.68,1.6112035948016248,29.93313359134427,2.031344794861537,22.758566363671285,14.980549130236044,18.69546884377208
27.55050090614231,95.68,0.9982520179973148,20.47906589348176,5.7983584589304105,22.8478705669143,9.87803169948758,20.733228390498997
63.18,80.52,0.68,19.51,12.08,12.09,5.98,21.16
23.4780552081318,95.68,0.3405629266608567,10.334973882073744,9.840315258667053,22.943692818632197,4.403096680878788,22.919717952425493
43.12742580097292,95.68,1.294600031357835,61.31692700122575,5.506648295325553,6.043178885392099,6.347486221494164,2.408402296145757
54.81417518228664,95.68,0.4998342951024779,8.338901042202181,7.4302876578671935,17.42341882636313,4.829773318617642,23.52
110.47213749533674,105.80599895682428,0.9195830756337238,22.301169886364622,9.064001285403728,34.47219667474674,7.6347791076786,25.074682698410815
55.5,152.81,1.43,48.57,5.35,17.67,14.7,14.58
12.266857620808729,35.425365560870546,0.3555280022618182,19.16749038710764,2.915019225784728,14.179824741418908,8.711415156799273,9.731564781000726
69.85055549722611,95.68,0.8429955600129586,13.97627923339724,6.278923532976085,12.65275678273311,6.837740503651263,20.09589146321067
76.6,127.65,0.65,48.44,7.58,5.24,11.75,12.82
72.68672373908852,95.68,0.9306646175516138,22.60079637356248,4.357922703986082,14.799011861635575,8.189426149109961,21.645308152449918
62.28,95.68,0.53,45.49,9.89,21.69,2.43,23.52
48.57,95.68,0.89,30.84,9.89,21.69,9.16,23.52
48.75756202972984,95.68,1.2761483411569965,32.029468361793384,10.254647274191,8.50686587749732,9.506271030342209,8.037227431004332
25.52976977499028,49.60588323763392,0.4084774566097695,18.705052765145016,2.476819240412851,26.566046324176376,10.60543922326325,16.105903797935746
56.44,94.22,0.67,10.93,9.91,15.27,7.94,15.03
12.11,95.68,1.4,20.96,6.72,20.8,15.06,13.22
40.01,95.68,0.51,18.22,5.96,10.07,3.74,23.52
27.50302664558616,95.68,0.990585051854022,20.36081182627826,5.845477297215017,22.848987608339147,9.814208014440435,20.75871724482968
120.18132120342032,95.68,0.4641065661972133,17.843090057343986,2.2841110696176914,6.255969607444561,6.395624766599514,4.961643527162981
76.37349914603236,95.68,0.7993859954266678,34.54198780027726,5.788118891429629,8.49779170210485,4.804895047613172,15.38047461414532
74.5057327140569,95.68,0.7434365543866442,10.989999862614972,5.1645468268606765,13.51239428020858,6.090910120145507,22.658908665552776
114.48197511691748,157.1583968339928,0.5321925609817946,8.940113575948693,12.446249089890648,22.214074649247543,13.276917115464002,26.70438026804705
121.96370783695096,93.12797750860769,0.7833707831836143,15.803033708957091,3.5539325462822244,22.0652808892215,3.270674143338246,13.489550617141024
30.87775897872232,95.68,1.5355953003070266,28.766963274271955,2.496010339834962,22.769582141677123,14.35114763235717,18.946828869177963
120.70838096163246,95.68,0.793484430400371,15.7,9.541917619261213,28.1875137953597,6.1613923927669845,19.061910722295387
22.09,54.98,0.5,17.47,10.22,28.51,10.36,23.41
111.960926970307,95.68,1.0729464152375123,21.12379545755104,8.390546978669104,15.858526792381245,2.6808586906430403,18.11611696612596
115.51796460068088,95.68,1.306017354829372,26.76995695775676,12.926538689370906,22.64965566205407,7.708574088690027,30.85129954322176
47.41558083210951,95.68,1.2314345095964505,58.07529699184617,5.548091939113083,6.316213402161132,6.138378116038427,4.013864938888443
67.70755225344494,87.44185150714571,0.7709149897583987,34.80969739537264,1.7208411325706336,4.185120652611566,4.996559818560625,3.8371019344420456
18.500962930245468,45.81046971006744,0.5217920434110439,24.44228526358908,2.230790686815921,10.460536618607376,11.704379745717697,7.346023055809795
48.57,153.82,2.01,52.39,7.98,7.41,9.16,23.52
47.15,98.46,0.15,43.12,9.49,29.71,7.18,8.89
50.378576229754856,95.68,1.2428601874344438,30.642065669142703,9.949109577523286,8.82548106312747,9.301192226158626,8.963945853387541
11.79,34.3,0.17,22.38,5.24,10.34,5.77,4.8
70.24553593816397,95.68,0.8203280644407729,32.15576379345546,4.182923948781447,5.009334923872983,4.351952281602788,7.18905696400685
16.464355289407663,46.48280345973769,0.3032833000662914,12.539860545565618,6.531551829669971,25.298759015299023,7.160560212912536,18.23355395874332
131.20061045309112,95.68,1.4361684277773477,25.979621232704535,11.029957875309885,27.1975360605438,6.072442167279985,35.27675852835455
48.57,95.68,0.89,30.84,9.89,21.69,9.16,23.52
59.77635995981325,95.68,1.0021596372897734,34.61409377735586,5.325133567972963,10.006250432590312,6.211350175979722,13.15306574026712
16.02753768452123,39.64556763418027,0.3435945030021386,16.530243051731745,2.935404572746714,13.812782276671554,7.017755099765962,8.578836014315305
49.260187445756,95.68,1.265826733787189,31.599278511773186,10.159909663689554,8.605658405179764,9.4426825563675,8.324573607603082
