PM2.5,PM10,CO,O3,NO2,SO2,NO,NOx,AQI_Bucket,City
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,0.03,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,0.03,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,0.03,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,0.03,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
31.92,63.99,2.14,9.16,11.38,12.69,4.54,15.92,Moderate,Brajrajnagar
37.85,78.56,2.17,9.26,10.43,12.43,4.67,15.1,Moderate,Brajrajnagar
31.45,53.03,2.19,8.26,9.56,12.7,4.7,14.25,Moderate,Brajrajnagar
29.41,49.46,2.14,7.95,9.23,12.59,4.55,13.78,Moderate,Brajrajnagar
27.87,50.74,2.22,7.22,9.72,12.64,5.23,14.95,Moderate,Brajrajnagar
25.35,37.98,2.08,8.23,7.72,12.27,3.73,11.45,Moderate,Brajrajnagar
13.0,23.51,2.0,7.14,5.59,11.95,3.75,9.34,Moderate,Brajrajnagar
17.13,25.16,2.07,6.28,7.81,12.26,5.52,13.31,Moderate,Brajrajnagar
21.11,24.46,2.22,7.71,8.66,12.85,4.36,13.03,Moderate,Brajrajnagar
28.94,38.86,2.13,6.81,8.29,12.68,4.84,13.13,Moderate,Brajrajnagar
30.5,50.63,2.14,6.32,10.79,13.03,7.18,17.98,Moderate,Brajrajnagar
35.52,63.88,1.94,6.27,9.32,12.49,7.19,16.51,Satisfactory,Brajrajnagar
19.23,30.91,0.37,6.39,8.89,12.28,5.57,14.46,Satisfactory,Brajrajnagar
18.05,22.7,0.0,6.61,8.37,12.24,5.77,14.14,Good,Brajrajnagar
19.71,26.98,0.0,8.39,8.59,12.58,4.23,12.81,Good,Brajrajnagar
28.03,47.39,0.0,7.14,10.14,12.83,6.05,16.18,Good,Brajrajnagar
33.52,62.91,0.0,6.57,9.71,12.59,7.18,16.88,Satisfactory,Brajrajnagar
24.83,39.98,0.0,6.54,8.78,12.34,6.94,15.73,Satisfactory,Brajrajnagar
42.07,73.54,0.0,5.27,8.66,12.33,8.07,16.72,Satisfactory,Brajrajnagar
42.07,77.33,0.0,5.78,9.44,12.46,6.85,16.31,Satisfactory,Brajrajnagar
42.02,65.44,0.0,5.45,8.22,12.36,7.68,15.9,Satisfactory,Brajrajnagar
52.31,92.27,0.0,7.02,9.76,12.6,5.49,15.26,Satisfactory,Brajrajnagar
45.8,85.4,0.0,7.16,9.41,12.51,5.35,14.74,Satisfactory,Brajrajnagar
37.79,54.85,0.0,5.51,8.87,12.32,5.95,14.81,Satisfactory,Brajrajnagar
52.27,104.18,0.0,5.76,10.24,12.41,5.75,15.99,Satisfactory,Brajrajnagar
70.94,122.95,0.0,6.29,11.1,12.86,7.85,18.95,Moderate,Brajrajnagar
87.09,133.51,0.0,7.04,9.83,12.57,8.56,18.37,Moderate,Brajrajnagar
52.13,134.21,0.0,6.7,9.64,12.66,5.68,15.31,Moderate,Brajrajnagar
51.65,98.18,0.0,4.2,7.82,12.58,11.12,18.93,Moderate,Brajrajnagar
28.62,46.5,0.0,4.72,6.61,12.3,8.08,14.68,Satisfactory,Brajrajnagar
17.97,30.25,0.0,5.05,7.62,12.58,6.15,13.77,Good,Brajrajnagar
33.1,49.71,0.0,5.75,8.73,12.67,7.2,15.92,Good,Brajrajnagar
49.75,82.53,0.0,5.88,8.93,12.92,9.65,18.58,Satisfactory,Brajrajnagar
58.33,86.3,0.0,5.7,9.73,13.08,8.79,18.51,Satisfactory,Brajrajnagar
50.37,66.92,0.0,7.14,8.53,12.96,4.49,13.01,Satisfactory,Brajrajnagar
29.61,59.97,0.0,6.13,7.5,12.52,4.75,12.25,Satisfactory,Brajrajnagar
29.5,40.83,0.0,4.97,6.45,12.29,7.11,13.56,Satisfactory,Brajrajnagar
12.71,24.15,0.0,5.62,5.31,12.01,4.34,9.64,Good,Brajrajnagar
13.45,26.39,0.0,4.43,7.31,12.23,5.57,12.89,Good,Brajrajnagar
25.56,40.18,0.0,4.82,8.27,12.83,6.88,15.15,Good,Brajrajnagar
29.74,42.93,0.0,5.33,7.62,12.86,8.33,15.93,Satisfactory,Brajrajnagar
28.27,44.95,0.2,5.71,8.36,12.88,4.53,12.89,Satisfactory,Brajrajnagar
18.07,25.99,0.16,4.91,7.01,12.55,4.34,11.36,Satisfactory,Brajrajnagar
18.22,26.34,0.03,5.99,7.29,12.58,4.28,11.58,Good,Brajrajnagar
18.75,35.7,0.31,4.16,7.17,12.17,5.93,13.11,Satisfactory,Brajrajnagar
36.16,55.98,0.32,4.43,8.58,12.32,6.87,15.44,Satisfactory,Brajrajnagar
32.24,54.51,0.1,3.84,9.2,12.54,8.23,17.42,Satisfactory,Brajrajnagar
36.63,42.47,0.45,3.71,7.38,12.66,10.47,17.84,Satisfactory,Brajrajnagar
27.29,38.33,0.13,3.41,6.03,12.3,11.51,17.54,Satisfactory,Brajrajnagar
32.51,46.53,0.17,3.83,6.8,12.65,9.47,16.27,Satisfactory,Brajrajnagar
32.66,42.14,0.14,3.8,7.04,12.63,11.68,18.71,Satisfactory,Brajrajnagar
38.0,53.97,0.25,4.85,7.64,12.59,9.11,16.74,Satisfactory,Brajrajnagar
40.63,64.24,0.02,4.6,7.08,12.42,7.7,14.76,Satisfactory,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,151.07,0.0,11.13,14.44,13.53,15.0,29.43,Moderate,Brajrajnagar
48.57,150.92,0.0,8.04,13.22,13.3,17.35,30.57,Moderate,Brajrajnagar
48.57,123.54,0.0,6.24,10.15,12.86,12.92,23.06,Moderate,Brajrajnagar
48.57,120.15,0.0,5.71,10.66,12.79,13.59,24.24,Moderate,Brajrajnagar
48.57,129.42,0.0,8.09,12.16,13.07,14.41,26.57,Moderate,Brajrajnagar
48.57,100.23,0.9,7.18,10.61,13.05,12.17,20.07,Moderate,Brajrajnagar
9.59,115.07,0.34,8.96,19.83,13.42,14.71,26.35,Moderate,Brajrajnagar
48.57,109.32,0.31,8.9,17.1,12.61,14.8,27.03,Moderate,Brajrajnagar
48.57,111.84,0.29,9.39,20.64,12.67,16.46,26.71,Moderate,Brajrajnagar
48.57,104.53,0.45,9.47,20.31,12.82,16.86,31.6,Moderate,Brajrajnagar
48.57,106.58,0.49,12.37,21.39,12.95,18.56,27.74,Satisfactory,Brajrajnagar
73.58,92.89,0.48,7.85,27.27,12.36,17.25,27.01,Satisfactory,Brajrajnagar
28.82,59.73,0.41,6.54,18.61,12.23,17.79,24.79,Satisfactory,Brajrajnagar
114.48,157.27,0.53,8.92,22.22,13.29,12.45,26.72,Very Poor,Brajrajnagar
92.79,146.0,0.61,15.05,22.49,13.33,15.77,27.78,Poor,Brajrajnagar
102.24,155.04,0.7,9.18,24.57,13.28,15.63,41.39,Poor,Brajrajnagar
101.38,145.63,0.79,9.73,25.77,13.44,19.53,35.7,Poor,Brajrajnagar
93.46,141.34,0.85,7.59,23.48,14.05,22.49,38.7,Poor,Brajrajnagar
86.54,142.06,1.09,3.81,16.03,13.43,21.13,28.04,Poor,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
92.9,155.62,1.29,8.45,20.18,13.7,15.28,33.55,Poor,Brajrajnagar
88.44,151.27,1.4,7.16,18.32,13.53,17.58,32.59,Poor,Brajrajnagar
63.54,99.01,1.27,8.05,16.44,12.87,13.15,27.25,Moderate,Brajrajnagar
37.47,50.51,1.21,7.78,12.82,12.9,8.89,18.6,Satisfactory,Brajrajnagar
36.58,47.74,1.2,7.04,10.97,12.85,13.86,22.92,Satisfactory,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Very Poor,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
72.91,152.94,2.21,16.54,19.06,7.43,12.92,27.96,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
72.92,100.0,0.0,30.84,21.69,9.16,9.89,0.0,Moderate,Brajrajnagar
57.72,116.42,1.03,16.32,24.28,8.18,22.12,20.03,Moderate,Brajrajnagar
63.83,139.07,2.13,12.23,21.97,7.85,14.57,31.07,Moderate,Brajrajnagar
23.37,53.69,2.22,10.1,17.37,6.39,7.97,17.98,Moderate,Brajrajnagar
10.79,42.33,2.18,7.45,13.59,7.26,12.66,21.32,Moderate,Brajrajnagar
12.49,32.55,2.02,6.34,9.98,5.78,11.5,15.61,Moderate,Brajrajnagar
48.57,84.88,2.19,10.88,15.39,6.54,12.97,19.69,Moderate,Brajrajnagar
13.62,28.94,0.0,30.84,21.69,9.16,9.89,0.0,Satisfactory,Brajrajnagar
65.73,101.48,0.0,30.84,21.69,9.16,9.89,0.0,Moderate,Brajrajnagar
47.47,122.49,1.19,11.4,22.48,6.58,17.58,13.74,Moderate,Brajrajnagar
68.52,151.34,0.0,30.84,21.69,9.16,9.89,0.0,Moderate,Brajrajnagar
45.67,93.26,0.0,30.84,21.69,9.16,9.89,0.0,Moderate,Brajrajnagar
56.61,119.58,0.0,30.84,21.69,9.16,9.89,0.0,Satisfactory,Brajrajnagar
66.08,147.09,0.0,30.84,21.69,9.16,9.89,0.0,Moderate,Brajrajnagar
70.12,143.64,0.0,30.84,21.69,9.16,9.89,0.0,Moderate,Brajrajnagar
36.04,69.37,0.02,30.84,3.01,2.41,0.75,0.1,Satisfactory,Brajrajnagar
34.15,96.5,1.43,41.24,19.74,8.34,9.35,9.99,Moderate,Brajrajnagar
40.9,80.06,1.48,23.83,18.4,7.32,10.66,9.09,Moderate,Brajrajnagar
14.37,46.73,1.52,35.05,16.28,7.76,15.26,12.93,Moderate,Brajrajnagar
51.53,110.34,2.17,21.96,23.39,7.39,5.5,12.97,Moderate,Brajrajnagar
36.15,72.44,2.01,23.08,17.47,7.65,11.0,13.17,Moderate,Brajrajnagar
48.94,101.94,0.89,3.53,14.56,6.55,13.2,6.25,Moderate,Brajrajnagar
58.33,112.5,0.99,41.28,12.95,6.91,7.11,4.76,Moderate,Brajrajnagar
18.76,63.23,0.53,37.25,13.6,5.88,3.03,3.08,Satisfactory,Brajrajnagar
20.0,49.38,0.57,39.25,10.29,5.09,16.77,7.77,Satisfactory,Brajrajnagar
18.48,32.91,0.0,30.84,21.69,9.16,9.89,0.0,Satisfactory,Brajrajnagar
26.35,51.33,0.98,24.87,17.14,3.04,2.45,5.79,Satisfactory,Brajrajnagar
29.42,61.09,1.81,11.32,12.38,3.98,7.25,16.27,Satisfactory,Brajrajnagar
39.47,82.32,1.86,16.14,15.57,3.87,3.88,9.61,Satisfactory,Brajrajnagar
28.0,53.35,1.4,13.64,14.19,3.49,1.75,8.83,Satisfactory,Brajrajnagar
26.98,47.39,1.85,9.75,14.88,2.37,1.23,9.84,Satisfactory,Brajrajnagar
43.88,61.27,1.91,9.45,12.2,2.3,1.84,7.76,Moderate,Brajrajnagar
42.01,64.73,1.84,7.26,13.34,1.66,3.85,7.34,Satisfactory,Brajrajnagar
41.34,80.82,1.91,11.11,13.5,3.01,3.91,11.8,Moderate,Brajrajnagar
32.02,62.15,1.9,9.81,13.96,3.05,4.42,10.66,Satisfactory,Brajrajnagar
24.51,54.19,1.42,14.78,15.9,2.57,7.94,12.49,Satisfactory,Brajrajnagar
38.5,82.94,1.93,11.09,17.82,2.61,1.85,12.1,Moderate,Brajrajnagar
29.03,48.97,1.35,17.69,12.44,2.09,1.06,6.09,Satisfactory,Brajrajnagar
21.27,46.44,1.07,19.36,13.23,2.73,3.54,4.97,Satisfactory,Brajrajnagar
22.96,59.93,1.87,7.29,12.97,2.19,4.2,9.05,Moderate,Brajrajnagar
15.25,55.17,1.85,11.78,13.03,2.11,1.83,8.67,Satisfactory,Brajrajnagar
15.74,30.03,1.88,12.39,11.52,1.9,2.45,6.9,Satisfactory,Brajrajnagar
24.34,31.63,1.57,9.71,12.26,2.64,10.93,6.72,Moderate,Brajrajnagar
8.11,23.2,1.24,10.99,10.83,1.31,0.67,3.39,Satisfactory,Brajrajnagar
18.49,33.36,1.04,10.79,17.95,1.85,1.49,5.12,Satisfactory,Brajrajnagar
15.75,25.12,1.84,9.69,13.29,1.87,5.98,9.19,Satisfactory,Brajrajnagar
19.59,45.95,1.8,10.21,15.31,1.74,1.96,7.76,Moderate,Brajrajnagar
23.11,55.16,1.87,8.4,12.06,2.16,2.26,8.65,Satisfactory,Brajrajnagar
24.81,61.14,1.85,7.52,12.62,2.71,4.74,11.68,Moderate,Brajrajnagar
33.21,81.2,1.97,7.5,12.05,3.13,5.29,12.76,Moderate,Brajrajnagar
22.63,54.23,1.85,9.16,11.22,2.3,10.51,16.17,Satisfactory,Brajrajnagar
18.88,69.94,1.81,10.18,11.43,2.88,5.24,12.46,Satisfactory,Brajrajnagar
38.78,87.74,1.92,7.39,9.48,4.2,7.77,13.25,Moderate,Brajrajnagar
31.14,72.59,1.78,8.11,11.45,2.57,9.44,14.21,Satisfactory,Brajrajnagar
32.95,64.37,1.46,6.72,11.95,2.58,9.06,9.93,Satisfactory,Brajrajnagar
25.71,60.58,1.02,8.53,11.38,3.14,6.45,6.27,Satisfactory,Brajrajnagar
27.82,51.68,1.81,5.58,12.17,5.67,9.12,17.2,Satisfactory,Brajrajnagar
24.73,56.46,0.88,6.18,8.74,3.16,11.59,7.44,Satisfactory,Brajrajnagar
20.24,53.62,0.95,9.97,10.32,3.9,3.2,5.99,Satisfactory,Brajrajnagar
20.5,50.9,1.42,8.46,11.74,2.28,5.4,9.22,Satisfactory,Brajrajnagar
16.9,35.71,1.24,10.77,11.57,1.26,6.6,8.05,Satisfactory,Brajrajnagar
21.23,31.73,1.79,6.22,7.52,1.41,5.88,10.99,Satisfactory,Brajrajnagar
16.79,33.38,1.86,6.72,12.58,1.96,12.03,17.88,Satisfactory,Brajrajnagar
18.61,25.47,0.91,4.54,11.4,1.41,5.6,4.89,Satisfactory,Brajrajnagar
28.1,41.48,0.0,30.84,21.69,9.16,9.89,0.0,Good,Brajrajnagar
15.83,22.93,1.98,3.8,8.21,1.46,4.82,9.41,Moderate,Brajrajnagar
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Brajrajnagar
14.82,22.61,2.0,4.21,7.35,2.24,7.75,13.18,Moderate,Brajrajnagar
9.9,23.73,1.85,4.45,7.87,1.26,7.14,9.29,Moderate,Brajrajnagar
2.54,95.68,1.82,7.41,11.17,3.71,2.23,6.65,Moderate,Brajrajnagar
36.02,95.68,2.04,4.63,8.93,2.02,5.48,11.27,Moderate,Brajrajnagar
35.2,95.68,2.03,4.14,12.75,2.17,6.37,10.81,Moderate,Brajrajnagar
48.57,95.68,0.88,3.82,13.44,1.94,12.22,5.0,Moderate,Brajrajnagar
26.93,68.24,2.05,7.55,9.0,3.63,14.33,18.1,Moderate,Brajrajnagar
28.16,65.76,1.54,4.34,7.5,5.26,5.34,8.36,Moderate,Brajrajnagar
43.12,108.51,2.0,5.27,8.02,6.15,8.62,14.5,Moderate,Brajrajnagar
23.19,53.79,1.97,3.46,9.02,6.14,14.01,19.48,Moderate,Brajrajnagar
20.65,41.49,1.49,5.15,9.35,6.88,6.59,10.81,Moderate,Brajrajnagar
12.39,27.67,1.73,7.7,11.89,7.8,10.11,17.63,Moderate,Brajrajnagar
32.15,63.23,1.96,6.27,11.04,8.44,3.4,10.09,Satisfactory,Brajrajnagar
39.35,68.75,1.83,6.69,9.97,9.04,3.96,7.56,Moderate,Brajrajnagar
22.73,29.55,1.7,5.64,8.68,6.44,13.89,5.0,Moderate,Brajrajnagar
32.21,52.24,1.92,4.36,7.26,6.42,1.65,4.76,Moderate,Brajrajnagar
37.79,56.15,1.92,5.52,9.04,7.06,3.82,5.16,Moderate,Brajrajnagar
21.99,42.74,1.95,5.8,11.0,7.06,4.0,7.14,Moderate,Brajrajnagar
34.35,60.67,2.02,4.5,10.09,7.69,15.24,14.49,Moderate,Brajrajnagar
30.32,68.46,2.0,6.12,12.19,7.15,4.8,7.85,Moderate,Brajrajnagar
35.6,76.5,1.96,5.35,10.28,6.91,3.07,7.15,Moderate,Brajrajnagar
29.62,65.62,0.27,4.45,10.32,5.64,8.98,1.73,Satisfactory,Brajrajnagar
45.24,91.89,0.0,30.84,21.69,9.16,9.89,0.0,Satisfactory,Brajrajnagar
33.73,79.79,1.11,7.01,11.29,8.32,3.79,6.08,Satisfactory,Brajrajnagar
17.73,49.02,1.42,5.88,10.64,6.38,1.9,2.56,Moderate,Brajrajnagar
25.45,56.18,0.0,30.84,21.69,9.16,9.89,0.0,Satisfactory,Brajrajnagar
31.95,64.37,1.05,6.6,8.07,11.05,3.49,4.12,Satisfactory,Brajrajnagar
17.5,28.45,1.93,4.78,6.65,10.54,3.32,6.06,Moderate,Brajrajnagar
20.52,30.46,1.92,5.22,6.16,9.56,4.38,6.08,Moderate,Brajrajnagar
15.34,24.82,1.97,4.0,8.23,9.58,4.92,7.3,Moderate,Brajrajnagar
18.58,28.07,0.62,4.18,14.09,9.23,1.16,1.14,Satisfactory,Brajrajnagar
16.98,36.49,1.95,5.19,11.43,11.01,3.6,8.46,Moderate,Brajrajnagar
25.9,40.09,1.87,4.52,14.16,9.07,7.81,10.14,Moderate,Brajrajnagar
33.44,39.6,1.69,5.96,10.69,15.72,4.54,7.05,Satisfactory,Brajrajnagar
19.52,33.04,1.91,5.74,11.98,9.14,3.97,7.54,Satisfactory,Brajrajnagar
27.59,56.59,1.92,4.45,11.07,8.95,6.23,9.89,Moderate,Brajrajnagar
33.54,79.84,1.51,4.74,4.44,8.64,10.64,10.8,Moderate,Brajrajnagar
33.37,77.66,1.72,5.01,11.01,8.46,10.41,11.45,Moderate,Brajrajnagar
37.4,78.65,2.0,3.94,8.67,8.09,6.86,12.03,Moderate,Brajrajnagar
32.19,60.92,1.98,3.75,7.12,9.08,11.95,15.97,Moderate,Brajrajnagar
