PM2.5,PM10,CO,O3,NO2,SO2,NO,NOx,AQI_Bucket,City
62.68,191.47,1.14,84.76,49.8,9.16,13.71,40.01,Moderate,Gurugram
68.85,212.52,1.12,62.35,41.28,9.16,16.18,36.91,Moderate,Gurugram
81.59,199.15,1.13,81.13,44.67,9.16,18.42,39.87,Moderate,Gurugram
78.71,153.74,0.74,82.7,50.49,9.16,11.23,38.99,Poor,Gurugram
72.49,136.34,0.0,47.61,36.15,1.87,18.48,35.48,Moderate,Gurugram
67.09,137.64,0.0,45.17,34.26,9.16,22.37,36.5,Moderate,Gurugram
90.64,167.07,0.0,51.7,36.81,9.16,25.31,39.18,Moderate,Gurugram
92.37,206.58,0.0,50.95,37.25,9.16,23.4,42.08,Poor,Gurugram
81.66,169.67,0.83,58.44,40.39,9.16,16.7,51.23,Moderate,Gurugram
63.59,138.47,1.09,68.66,45.21,9.16,11.11,50.73,Moderate,Gurugram
76.62,174.86,1.14,71.22,44.52,9.16,14.28,49.23,Moderate,Gurugram
68.55,158.38,1.27,77.31,48.32,9.16,10.07,55.89,Moderate,Gurugram
87.43,178.87,0.75,73.81,46.26,9.16,13.27,42.81,Moderate,Gurugram
81.94,189.2,0.75,57.27,37.89,21.43,22.28,38.17,Moderate,Gurugram
88.11,189.37,0.83,58.31,38.23,9.16,27.51,41.26,Moderate,Gurugram
85.46,177.84,1.09,21.45,22.82,9.16,37.18,38.52,Moderate,Gurugram
84.54,198.49,1.68,18.33,21.1,9.16,37.27,37.68,Moderate,Gurugram
94.97,237.63,1.66,14.95,19.05,9.16,36.03,35.97,Poor,Gurugram
100.59,161.19,2.53,14.64,19.5,9.16,31.51,33.96,Poor,Gurugram
58.41,128.53,1.61,16.42,21.92,9.16,33.14,32.93,Moderate,Gurugram
85.98,186.86,1.6,15.76,18.88,9.16,33.06,34.23,Moderate,Gurugram
97.55,211.96,1.61,15.85,19.24,9.16,35.92,35.87,Poor,Gurugram
119.78,264.98,1.6,17.55,20.31,9.16,30.36,33.29,Poor,Gurugram
73.01,179.57,1.33,17.84,20.93,9.16,30.8,34.08,Poor,Gurugram
87.35,147.11,1.52,13.89,19.17,9.16,33.0,27.18,Moderate,Gurugram
58.59,137.91,2.73,11.54,17.28,9.16,38.29,36.65,Moderate,Gurugram
43.74,105.56,2.57,10.69,16.65,9.16,40.93,37.7,Moderate,Gurugram
83.55,229.71,2.54,12.04,17.64,9.16,37.13,36.08,Moderate,Gurugram
40.73,112.53,2.16,11.33,17.12,9.16,39.11,34.55,Moderate,Gurugram
20.24,80.31,2.32,12.83,18.24,9.16,37.97,36.87,Moderate,Gurugram
10.0,146.19,2.49,13.9,18.93,9.16,34.05,35.35,Moderate,Gurugram
59.32,191.56,2.79,17.01,20.76,9.16,30.68,34.69,Moderate,Gurugram
125.49,185.32,2.89,12.71,18.12,9.16,35.74,35.72,Poor,Gurugram
198.61,313.55,2.96,13.16,18.46,9.16,34.18,35.1,Very Poor,Gurugram
159.44,253.36,0.83,10.41,16.45,9.16,41.45,23.47,Very Poor,Gurugram
48.57,95.68,0.0,30.84,21.69,9.16,9.89,17.57,Moderate,Gurugram
48.57,95.68,0.0,30.84,21.69,9.16,9.89,17.35,Moderate,Gurugram
48.57,95.68,0.0,30.84,21.69,9.16,9.89,17.22,Moderate,Gurugram
10.9,249.14,0.0,30.84,21.69,9.16,9.89,17.8,Moderate,Gurugram
40.76,203.33,0.17,30.84,21.69,9.16,9.89,17.61,Moderate,Gurugram
60.44,194.22,0.41,55.22,241.34,9.16,0.96,27.0,Moderate,Gurugram
76.49,235.17,0.3,38.39,21.69,9.16,0.75,16.76,Moderate,Gurugram
79.18,185.39,0.83,33.58,5.2,9.16,74.38,19.61,Moderate,Gurugram
59.79,170.98,0.17,15.75,2.45,9.16,22.24,16.01,Moderate,Gurugram
32.02,95.68,0.07,23.68,4.04,23.4,3.43,14.87,Moderate,Gurugram
48.57,95.68,0.0,30.84,21.69,9.16,9.89,14.61,Moderate,Gurugram
48.57,95.68,0.0,30.84,21.69,9.16,6.8,13.03,Moderate,Gurugram
83.6,258.31,0.03,40.2,8.64,9.16,12.25,15.11,Moderate,Gurugram
57.47,137.77,0.22,30.91,12.64,1.07,13.16,20.18,Moderate,Gurugram
59.63,158.02,0.12,29.73,12.5,9.16,12.59,19.35,Moderate,Gurugram
42.96,96.02,0.1,23.55,16.8,9.16,13.65,23.56,Moderate,Gurugram
38.57,83.46,0.11,32.58,16.46,9.16,13.16,21.7,Satisfactory,Gurugram
65.96,140.45,0.16,29.43,14.6,9.16,12.3,20.77,Moderate,Gurugram
110.32,233.09,0.29,18.77,17.81,9.16,13.15,24.4,Poor,Gurugram
118.2,267.02,0.24,17.42,16.28,9.16,11.4,21.25,Moderate,Gurugram
94.7,150.69,0.16,25.42,17.43,9.16,11.44,21.63,Poor,Gurugram
81.48,116.99,0.22,24.76,20.86,9.16,14.05,27.43,Moderate,Gurugram
95.96,161.19,0.28,28.8,21.97,9.16,15.81,30.1,Moderate,Gurugram
146.92,298.27,0.4,27.12,23.26,9.16,16.23,31.79,Poor,Gurugram
173.13,376.01,0.46,36.24,23.65,9.16,17.19,32.9,Very Poor,Gurugram
143.86,201.51,0.35,30.11,23.83,9.16,20.66,32.8,Poor,Gurugram
64.77,193.84,0.28,31.38,23.42,9.16,11.32,23.37,Moderate,Gurugram
80.06,239.66,0.29,31.58,24.07,9.16,11.86,24.49,Moderate,Gurugram
139.53,396.69,0.41,23.65,24.1,9.16,15.13,30.64,Moderate,Gurugram
141.26,280.83,0.39,28.44,27.83,9.16,15.53,30.91,Poor,Gurugram
108.65,224.03,0.24,33.79,27.5,9.16,14.49,25.29,Poor,Gurugram
125.5,188.75,0.52,19.13,29.13,9.16,18.36,36.24,Poor,Gurugram
86.98,219.14,0.5,22.31,28.77,9.16,15.85,33.69,Moderate,Gurugram
92.98,203.56,0.54,24.93,25.72,9.16,11.2,27.96,Moderate,Gurugram
106.83,215.18,0.57,27.7,27.54,9.16,14.3,28.02,Moderate,Gurugram
163.89,386.66,0.13,47.92,27.3,9.16,8.88,20.65,Poor,Gurugram
132.65,95.68,0.08,30.84,27.39,1.89,8.81,19.27,Very Poor,Gurugram
127.06,180.86,0.25,19.88,28.58,1.71,9.33,23.38,Very Poor,Gurugram
110.31,183.75,0.75,22.34,37.96,2.62,15.37,44.35,Poor,Gurugram
154.28,175.09,0.66,19.37,38.3,2.37,28.59,50.94,Poor,Gurugram
130.49,224.05,0.48,41.57,30.64,1.67,10.41,28.45,Poor,Gurugram
154.59,248.04,0.82,36.16,33.08,1.93,13.06,37.17,Very Poor,Gurugram
115.04,210.3,0.69,37.31,28.38,1.14,13.93,35.11,Poor,Gurugram
98.26,169.52,0.8,27.83,31.75,1.47,14.85,38.16,Poor,Gurugram
110.07,228.87,0.81,40.98,27.94,1.19,14.69,33.6,Poor,Gurugram
75.9,145.61,0.75,47.83,27.59,0.87,14.59,33.13,Poor,Gurugram
65.38,130.7,0.82,44.26,27.61,1.14,14.69,33.23,Moderate,Gurugram
82.98,159.65,0.82,43.96,26.74,0.98,15.56,33.93,Moderate,Gurugram
69.94,134.44,0.8,40.79,24.67,1.05,17.08,35.36,Moderate,Gurugram
75.87,148.17,0.82,32.66,26.52,1.11,18.53,38.65,Moderate,Gurugram
76.26,139.54,0.77,37.78,28.71,0.99,19.39,41.03,Moderate,Gurugram
89.34,95.68,0.1,47.58,22.45,0.87,6.81,17.45,Moderate,Gurugram
93.2,95.68,0.11,32.4,23.33,1.07,7.18,19.35,Moderate,Gurugram
50.85,95.68,0.08,25.9,25.38,1.2,7.77,23.51,Moderate,Gurugram
85.68,95.68,0.07,35.87,24.04,1.06,7.7,23.0,Moderate,Gurugram
252.23,95.68,0.08,22.91,25.31,1.26,9.86,24.1,Poor,Gurugram
551.86,95.68,0.04,21.26,28.12,1.02,11.62,25.49,Severe,Gurugram
479.75,95.68,0.05,24.58,27.75,1.39,11.49,25.2,Severe,Gurugram
376.76,95.68,0.29,25.87,26.97,1.17,12.73,25.98,Severe,Gurugram
230.26,95.68,0.13,22.69,27.12,1.01,13.41,27.51,Severe,Gurugram
219.43,95.68,0.74,32.94,24.32,0.95,12.55,27.55,Very Poor,Gurugram
141.54,95.68,1.06,38.3,23.53,1.46,11.13,26.97,Very Poor,Gurugram
119.39,95.68,0.97,47.44,22.3,7.53,10.59,26.53,Very Poor,Gurugram
173.6,95.68,1.33,43.45,21.56,10.0,10.58,26.12,Very Poor,Gurugram
251.28,95.68,1.49,65.28,21.66,9.26,9.65,24.77,Very Poor,Gurugram
153.17,95.68,1.32,58.19,19.53,11.77,8.62,21.51,Very Poor,Gurugram
171.14,95.68,1.93,57.77,19.98,9.36,8.46,21.61,Very Poor,Gurugram
84.28,95.68,0.66,40.94,21.91,5.81,8.55,22.7,Poor,Gurugram
121.95,95.68,0.83,29.65,21.85,6.9,8.69,22.77,Poor,Gurugram
77.99,95.68,0.78,20.82,22.0,7.59,8.71,22.87,Poor,Gurugram
44.56,95.68,0.79,42.95,19.69,7.14,8.39,21.43,Satisfactory,Gurugram
59.65,95.68,1.97,26.08,20.66,4.55,8.58,22.07,Moderate,Gurugram
40.69,95.68,1.12,21.58,21.7,5.64,8.44,22.5,Moderate,Gurugram
37.45,95.68,0.81,20.93,21.64,5.84,8.55,22.57,Satisfactory,Gurugram
37.7,95.68,0.9,24.7,21.38,6.38,8.49,22.37,Satisfactory,Gurugram
43.68,95.68,1.11,22.89,21.42,6.02,8.58,22.46,Moderate,Gurugram
47.39,95.68,0.88,28.91,21.69,6.09,8.59,22.62,Moderate,Gurugram
54.79,95.68,0.62,30.06,21.43,10.57,8.75,22.61,Satisfactory,Gurugram
60.75,95.68,0.63,26.33,21.37,6.24,8.53,22.4,Satisfactory,Gurugram
70.27,95.68,0.59,33.35,21.7,4.22,8.42,22.48,Moderate,Gurugram
66.14,95.68,0.65,43.61,21.25,2.54,8.68,22.46,Moderate,Gurugram
79.13,95.68,0.75,40.61,21.09,4.24,8.46,22.2,Moderate,Gurugram
113.08,95.68,0.85,36.0,21.29,4.59,8.39,22.24,Poor,Gurugram
58.97,95.68,0.85,29.89,21.43,4.42,8.51,22.43,Moderate,Gurugram
57.75,95.68,0.77,27.5,21.14,5.09,8.62,22.35,Satisfactory,Gurugram
70.54,95.68,0.46,28.76,23.22,4.87,8.59,22.53,Moderate,Gurugram
43.08,95.68,0.46,22.25,25.72,4.36,8.56,22.6,Moderate,Gurugram
34.01,95.68,0.65,30.65,25.79,7.64,8.68,22.73,Satisfactory,Gurugram
30.95,95.68,0.83,25.44,25.5,5.6,8.56,22.5,Satisfactory,Gurugram
54.23,95.68,0.68,21.33,25.9,6.91,8.5,22.65,Satisfactory,Gurugram
56.42,95.68,0.77,25.31,26.12,6.83,8.81,22.89,Moderate,Gurugram
61.74,95.68,0.7,29.14,25.57,6.6,8.89,22.93,Moderate,Gurugram
53.97,95.68,0.65,24.94,25.49,5.66,8.54,22.47,Satisfactory,Gurugram
63.78,95.68,0.76,26.85,25.86,5.68,8.51,22.64,Satisfactory,Gurugram
61.81,95.68,0.89,27.51,25.94,5.98,8.66,22.8,Moderate,Gurugram
35.71,95.68,0.56,18.23,26.01,5.45,8.56,22.76,Satisfactory,Gurugram
46.01,95.68,0.59,17.47,25.64,6.09,8.74,22.7,Satisfactory,Gurugram
70.47,95.68,1.1,40.1,25.69,6.07,8.49,22.54,Moderate,Gurugram
55.24,95.68,0.54,15.22,25.97,6.0,8.44,22.63,Moderate,Gurugram
47.38,95.68,0.58,15.08,26.04,5.14,8.77,22.94,Satisfactory,Gurugram
24.77,95.68,0.57,16.21,25.44,5.5,8.76,22.45,Satisfactory,Gurugram
31.09,95.68,0.49,20.04,24.98,5.46,8.9,22.54,Good,Gurugram
53.09,95.68,0.52,20.81,24.84,5.2,8.54,22.11,Satisfactory,Gurugram
63.41,95.68,0.59,20.75,24.81,5.36,8.52,22.1,Moderate,Gurugram
67.55,95.68,0.63,18.83,25.08,6.05,8.71,22.39,Moderate,Gurugram
77.4,95.68,0.91,18.01,26.66,5.1,8.7,21.46,Moderate,Gurugram
126.74,95.68,0.55,17.7,25.24,6.17,8.69,22.46,Poor,Gurugram
120.1,95.68,0.66,15.7,26.08,6.97,9.66,23.49,Very Poor,Gurugram
171.29,95.68,0.55,16.8,25.0,6.21,8.74,22.37,Very Poor,Gurugram
155.55,95.68,0.54,16.13,24.98,5.54,8.66,22.3,Very Poor,Gurugram
69.07,95.68,0.51,25.39,24.97,5.87,8.78,22.4,Poor,Gurugram
62.79,95.68,1.0,21.61,24.78,6.23,8.61,22.15,Moderate,Gurugram
47.14,95.68,0.74,18.05,24.92,5.77,8.57,22.2,Satisfactory,Gurugram
43.7,95.68,0.49,22.17,21.69,6.03,9.89,23.52,Satisfactory,Gurugram
59.37,95.68,0.57,16.42,21.69,6.54,9.89,23.52,Satisfactory,Gurugram
56.05,95.68,0.51,18.74,21.69,5.99,9.89,23.52,Satisfactory,Gurugram
67.48,95.68,0.49,14.74,21.69,5.57,9.89,23.52,Moderate,Gurugram
69.78,95.68,0.38,18.7,21.69,5.41,9.89,23.52,Moderate,Gurugram
71.72,95.68,0.63,15.67,35.14,8.02,23.95,37.51,Moderate,Gurugram
76.99,95.68,0.38,17.99,17.04,3.43,17.15,22.59,Moderate,Gurugram
49.45,95.68,0.54,14.45,19.73,5.8,20.6,26.8,Satisfactory,Gurugram
43.04,95.68,0.46,22.69,15.87,6.89,23.72,27.13,Satisfactory,Gurugram
45.82,95.68,0.61,22.53,14.49,5.72,14.58,19.25,Satisfactory,Gurugram
53.09,95.68,0.56,20.61,14.15,6.39,18.76,22.43,Satisfactory,Gurugram
90.54,95.68,0.58,29.08,26.81,6.64,21.7,30.16,Moderate,Gurugram
54.44,95.68,0.54,18.51,24.04,6.08,10.68,19.01,Moderate,Gurugram
49.61,95.68,0.52,20.18,22.49,4.73,11.32,18.73,Moderate,Gurugram
44.46,95.68,0.54,15.07,17.19,4.89,6.36,11.98,Satisfactory,Gurugram
46.65,95.68,0.6,17.66,18.89,5.4,8.89,14.8,Satisfactory,Gurugram
47.6,95.68,0.43,15.02,21.4,5.45,6.74,14.49,Satisfactory,Gurugram
43.06,95.68,0.46,18.76,18.1,5.25,4.22,10.72,Satisfactory,Gurugram
37.73,95.68,0.49,24.53,31.51,7.06,16.69,27.74,Satisfactory,Gurugram
46.43,95.68,0.59,16.38,25.01,5.13,15.2,23.11,Satisfactory,Gurugram
31.39,95.68,0.59,12.21,21.34,5.82,14.87,20.32,Satisfactory,Gurugram
51.98,95.68,0.58,13.96,17.24,5.7,28.45,29.33,Satisfactory,Gurugram
74.94,95.68,0.61,16.1,20.75,6.12,12.93,18.9,Moderate,Gurugram
48.51,95.68,0.58,12.89,19.63,9.27,24.7,27.92,Moderate,Gurugram
48.03,95.68,0.15,19.13,12.48,5.59,5.11,2.64,Moderate,Gurugram
36.14,95.68,0.06,28.59,24.62,5.64,15.74,2.83,Moderate,Gurugram
48.54,95.68,0.29,10.58,23.85,7.03,14.31,21.83,Moderate,Gurugram
58.0,95.68,0.66,30.84,18.1,6.62,24.5,26.5,Satisfactory,Gurugram
68.13,95.68,0.56,4.49,20.05,7.47,25.56,27.96,Moderate,Gurugram
28.75,95.68,0.66,12.98,31.05,8.15,32.82,41.02,Satisfactory,Gurugram
27.69,95.68,0.29,8.25,23.91,5.64,34.87,39.42,Satisfactory,Gurugram
19.99,95.68,0.58,10.42,15.52,3.37,18.3,22.76,Satisfactory,Gurugram
29.08,95.68,0.46,4.05,20.6,4.67,29.71,33.85,Good,Gurugram
35.14,95.68,0.46,5.34,17.62,7.45,23.27,27.83,Satisfactory,Gurugram
39.06,95.68,0.38,7.86,19.36,8.03,21.85,27.61,Satisfactory,Gurugram
42.36,95.68,0.52,6.67,19.48,6.71,21.27,27.27,Satisfactory,Gurugram
44.35,95.68,0.41,9.5,20.25,5.57,18.06,23.71,Satisfactory,Gurugram
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Gurugram
48.57,95.68,0.89,30.84,21.69,9.16,9.89,23.52,Moderate,Gurugram
85.41,95.68,0.32,34.82,20.89,7.28,10.75,19.13,Moderate,Gurugram
226.56,95.68,0.51,28.13,21.96,7.74,9.1,18.6,Very Poor,Gurugram
108.71,95.68,0.53,30.05,31.51,7.16,19.52,32.09,Very Poor,Gurugram
226.92,95.68,0.29,43.1,40.48,6.92,33.08,34.7,Very Poor,Gurugram
42.58,95.68,0.29,22.07,24.47,6.43,13.59,11.74,Moderate,Gurugram
44.86,95.68,0.47,15.9,19.75,7.59,11.43,19.46,Satisfactory,Gurugram
60.29,95.68,0.37,22.5,18.79,6.21,9.11,17.11,Satisfactory,Gurugram
34.16,95.68,0.41,5.87,18.37,6.08,17.03,23.23,Satisfactory,Gurugram
54.14,95.68,0.72,24.72,16.72,5.84,12.54,16.16,Satisfactory,Gurugram
46.65,95.68,0.46,20.99,22.99,6.72,13.67,21.29,Satisfactory,Gurugram
93.9,95.68,0.6,22.57,26.56,8.45,73.61,70.92,Moderate,Gurugram
122.28,95.68,0.52,17.28,31.23,7.96,84.91,83.88,Poor,Gurugram
138.86,95.68,0.16,32.54,27.57,7.91,67.31,65.16,Very Poor,Gurugram
81.18,210.02,0.72,36.9,22.71,3.57,19.59,32.88,Poor,Gurugram
73.69,217.73,0.83,34.57,27.4,4.36,24.34,40.85,Moderate,Gurugram
94.13,213.48,0.85,36.78,27.21,4.22,32.48,48.97,Moderate,Gurugram
79.82,183.93,0.86,36.83,17.98,6.03,35.03,35.37,Moderate,Gurugram
109.59,196.31,1.05,40.47,17.15,6.63,48.64,33.63,Poor,Gurugram
157.04,261.61,1.51,54.69,16.88,10.76,47.53,31.71,Poor,Gurugram
117.02,236.07,0.8,37.65,16.42,8.04,45.18,30.3,Very Poor,Gurugram
109.68,258.34,0.81,46.08,16.92,14.16,46.91,34.05,Poor,Gurugram
139.15,309.92,1.02,52.99,34.39,7.41,33.51,48.43,Poor,Gurugram
136.28,237.1,1.0,54.83,55.75,8.6,9.61,32.18,Very Poor,Gurugram
96.1,186.32,0.99,50.92,57.05,7.52,13.37,46.78,Poor,Gurugram
110.19,196.54,0.8,33.5,55.87,5.18,9.56,32.21,Poor,Gurugram
134.13,164.1,0.97,39.27,52.45,6.96,11.78,42.69,Poor,Gurugram
133.97,242.65,1.03,43.81,44.26,8.38,18.27,51.07,Poor,Gurugram
134.47,224.57,0.93,44.61,47.0,6.27,12.72,49.09,Poor,Gurugram
121.49,278.45,1.34,47.56,56.2,8.42,7.39,56.83,Poor,Gurugram
112.43,265.07,1.48,46.87,54.17,9.16,4.85,56.72,Poor,Gurugram
147.66,279.22,1.44,39.77,57.27,9.88,46.65,74.91,Very Poor,Gurugram
162.48,271.89,1.0,32.67,59.73,9.53,73.25,84.59,Very Poor,Gurugram
159.55,292.22,0.96,47.01,32.5,7.43,10.98,28.09,Very Poor,Gurugram
192.38,338.49,1.11,41.02,39.28,10.96,31.54,42.7,Very Poor,Gurugram
233.09,288.47,1.24,37.66,28.98,8.66,17.62,28.19,Very Poor,Gurugram
126.27,251.38,1.27,34.98,30.62,8.25,18.57,32.5,Very Poor,Gurugram
147.67,262.3,1.02,32.8,42.88,15.08,76.36,71.55,Very Poor,Gurugram
176.23,320.25,1.09,40.98,43.77,9.78,68.66,67.95,Very Poor,Gurugram
200.56,305.58,1.1,40.18,63.88,12.77,69.9,83.16,Very Poor,Gurugram
227.62,95.68,0.99,22.88,104.13,14.27,130.58,159.19,Very Poor,Gurugram
222.63,264.11,1.1,40.89,68.92,12.69,155.9,165.51,Very Poor,Gurugram
244.57,342.22,0.85,39.85,40.73,12.22,59.94,76.44,Very Poor,Gurugram
231.84,333.34,0.84,34.63,41.14,12.27,51.47,69.51,Very Poor,Gurugram
271.91,354.56,1.11,38.91,57.25,16.35,83.44,103.44,Severe,Gurugram
246.16,306.31,0.95,35.83,54.83,11.77,79.5,99.21,Very Poor,Gurugram
236.55,280.89,1.01,39.88,49.81,13.67,87.83,103.8,Severe,Gurugram
218.31,317.43,0.77,46.08,40.28,10.39,32.13,55.94,Very Poor,Gurugram
178.76,295.81,0.89,56.68,18.37,7.5,22.84,36.75,Very Poor,Gurugram
112.17,177.09,0.63,55.2,14.74,9.21,29.12,38.22,Poor,Gurugram
279.25,494.66,0.83,32.01,27.22,12.66,26.46,38.42,Very Poor,Gurugram
161.84,286.56,1.11,44.16,24.28,10.0,25.33,36.53,Very Poor,Gurugram
122.69,229.87,1.0,45.72,29.92,9.13,37.39,49.35,Poor,Gurugram
274.14,323.94,1.55,31.18,52.77,19.95,82.89,97.71,Very Poor,Gurugram
254.56,341.94,1.07,34.78,47.71,12.53,90.85,102.08,Severe,Gurugram
234.57,378.33,0.89,33.8,56.69,10.78,75.93,95.46,Very Poor,Gurugram
186.09,317.01,0.92,38.34,55.8,12.31,55.3,78.16,Very Poor,Gurugram
163.74,343.01,1.06,33.9,70.85,14.47,80.05,106.59,Very Poor,Gurugram
198.94,356.89,0.93,27.92,63.71,10.42,57.37,84.26,Very Poor,Gurugram
115.37,195.14,1.08,19.92,39.46,8.28,30.64,48.96,Very Poor,Gurugram
99.24,155.21,0.95,21.79,29.47,7.72,28.51,43.01,Poor,Gurugram
134.26,227.26,0.88,29.97,20.84,7.99,24.03,34.49,Poor,Gurugram
123.66,218.88,0.91,27.47,30.37,10.88,37.35,50.81,Poor,Gurugram
124.15,200.83,0.86,22.4,37.57,11.68,79.49,87.59,Poor,Gurugram
147.1,261.71,0.88,42.72,22.95,12.94,26.71,38.99,Poor,Gurugram
190.98,327.57,1.02,27.8,28.02,10.36,28.25,42.48,Very Poor,Gurugram
194.91,355.08,1.15,21.4,31.2,11.32,34.09,47.97,Very Poor,Gurugram
121.51,196.83,1.05,19.29,41.9,12.98,89.87,101.0,Very Poor,Gurugram
159.05,262.39,0.83,29.13,30.75,10.09,55.28,73.75,Very Poor,Gurugram
96.86,192.94,0.61,38.44,18.94,9.07,38.68,43.31,Poor,Gurugram
125.26,239.99,0.41,45.71,32.79,12.57,72.64,88.16,Poor,Gurugram
163.8,292.38,0.63,44.96,41.26,14.28,94.55,105.13,Very Poor,Gurugram
149.7,229.99,0.89,41.87,39.19,13.85,123.11,128.72,Very Poor,Gurugram
133.58,235.22,1.04,38.0,30.8,11.85,67.08,79.18,Poor,Gurugram
148.85,303.5,0.65,39.95,26.66,11.76,62.96,73.56,Poor,Gurugram
140.45,318.04,0.71,37.26,26.11,9.9,47.34,61.8,Poor,Gurugram
119.25,255.28,0.81,36.36,26.8,12.73,70.22,80.82,Poor,Gurugram
81.43,107.25,0.82,36.75,24.59,11.86,118.9,110.24,Moderate,Gurugram
113.31,212.23,0.65,42.6,26.46,13.5,81.22,88.34,Poor,Gurugram
147.68,247.54,1.0,40.43,26.8,20.13,89.61,95.95,Poor,Gurugram
144.35,276.72,0.7,18.37,21.89,11.2,66.62,62.99,Very Poor,Gurugram
174.45,263.58,0.62,11.67,22.51,21.96,87.11,64.2,Very Poor,Gurugram
191.18,354.49,0.59,13.02,22.54,12.94,63.19,58.26,Very Poor,Gurugram
163.91,295.23,0.8,17.24,24.64,21.53,72.52,64.11,Very Poor,Gurugram
161.45,345.6,0.96,18.39,25.46,13.18,93.83,98.12,Poor,Gurugram
178.2,348.94,0.65,23.87,35.31,9.3,52.9,71.81,Poor,Gurugram
230.83,345.64,0.67,33.31,51.35,12.0,8.08,44.93,Very Poor,Gurugram
176.72,284.33,0.67,27.44,51.14,9.08,27.39,70.8,Very Poor,Gurugram
87.31,166.85,0.68,23.86,32.39,9.14,11.18,31.62,Poor,Gurugram
79.02,146.35,0.47,26.79,44.44,5.51,17.5,52.65,Moderate,Gurugram
83.98,198.33,0.43,27.73,59.84,0.73,31.7,78.51,Moderate,Gurugram
67.26,205.79,0.48,28.54,59.54,5.5,36.71,78.03,Moderate,Gurugram
94.16,281.59,0.55,25.1,61.41,7.93,68.47,83.2,Moderate,Gurugram
102.5,271.67,0.46,30.65,34.88,8.79,19.36,37.27,Poor,Gurugram
105.02,256.6,0.4,30.66,47.71,14.62,49.07,69.79,Poor,Gurugram
133.58,265.0,0.45,31.04,80.65,11.98,124.65,123.06,Poor,Gurugram
112.7,430.89,0.49,32.6,79.05,11.16,110.23,129.67,Poor,Gurugram
101.21,95.68,0.5,27.73,125.64,10.23,179.36,209.47,Poor,Gurugram
128.34,95.68,0.48,34.89,87.78,9.3,118.37,140.63,Poor,Gurugram
155.15,324.22,0.65,28.84,104.4,14.0,190.51,208.0,Very Poor,Gurugram
177.18,422.25,0.43,28.69,40.53,8.0,28.74,44.35,Very Poor,Gurugram
156.46,277.78,0.35,25.04,49.95,9.28,73.38,93.27,Very Poor,Gurugram
166.81,249.36,0.37,26.76,46.58,16.54,70.99,87.64,Very Poor,Gurugram
194.52,347.86,1.16,29.99,23.88,4.91,24.86,38.9,Very Poor,Gurugram
197.45,339.25,3.13,26.66,48.11,9.71,60.02,75.87,Very Poor,Gurugram
304.47,303.52,1.71,26.9,80.68,35.77,124.47,126.95,Severe,Gurugram
309.14,401.63,1.83,23.11,68.8,43.29,100.31,116.97,Severe,Gurugram
296.93,359.69,1.2,23.92,58.38,31.63,100.38,116.46,Severe,Gurugram
305.58,374.92,0.82,26.45,40.14,25.86,54.52,70.15,Severe,Gurugram
314.48,447.79,1.48,22.61,39.5,27.05,57.78,72.59,Severe,Gurugram
189.0,381.14,1.42,15.31,29.14,13.58,35.53,48.92,Very Poor,Gurugram
218.77,408.1,1.32,20.82,31.7,22.35,33.49,48.71,Very Poor,Gurugram
127.51,244.67,1.1,30.05,26.48,28.49,31.46,29.44,Very Poor,Gurugram
127.98,242.82,0.97,20.97,20.86,17.6,16.41,28.2,Poor,Gurugram
121.68,236.75,0.79,30.93,19.67,22.02,15.18,26.78,Very Poor,Gurugram
100.59,204.36,0.76,38.85,19.23,18.62,12.37,24.48,Poor,Gurugram
91.83,193.45,0.87,33.12,30.28,15.92,40.29,52.99,Poor,Gurugram
179.83,321.81,1.06,33.27,69.1,18.72,95.96,100.88,Very Poor,Gurugram
182.46,273.91,1.01,37.12,57.5,20.71,98.61,113.81,Very Poor,Gurugram
175.61,392.23,1.12,39.99,33.49,21.44,40.47,49.53,Very Poor,Gurugram
69.18,131.77,1.18,43.53,18.2,15.57,11.92,21.76,Poor,Gurugram
83.4,95.68,1.1,41.79,24.77,13.77,23.74,31.82,Moderate,Gurugram
163.92,302.49,1.48,33.66,63.23,10.28,117.84,131.36,Poor,Gurugram
237.94,498.8,2.24,43.84,45.69,5.18,74.5,90.12,Very Poor,Gurugram
176.96,370.39,1.81,31.96,29.56,9.18,36.06,51.25,Severe,Gurugram
178.96,444.6,2.47,36.36,55.67,12.61,97.68,113.71,Very Poor,Gurugram
136.27,95.68,2.83,35.48,54.29,7.55,84.84,102.62,Very Poor,Gurugram
101.19,138.97,2.23,36.04,27.17,5.22,22.94,37.75,Poor,Gurugram
51.48,70.62,1.91,32.21,24.07,5.35,31.98,24.91,Moderate,Gurugram
105.71,212.62,2.84,26.46,21.02,6.7,23.99,25.04,Moderate,Gurugram
114.82,194.17,2.31,28.39,23.48,6.31,20.8,31.22,Poor,Gurugram
58.17,115.89,1.78,33.32,18.38,4.68,11.3,20.29,Moderate,Gurugram
82.66,167.36,1.96,42.61,17.67,4.97,11.23,19.35,Moderate,Gurugram
97.78,181.3,1.95,43.9,17.93,4.63,9.49,19.59,Poor,Gurugram
97.11,151.06,1.81,53.27,34.71,5.6,21.68,31.22,Poor,Gurugram
80.94,161.45,2.28,45.07,32.89,5.52,22.64,40.27,Moderate,Gurugram
