PM2.5,PM10,CO,O3,NO2,SO2,NO,NOx,AQI_Bucket,City
24.76,93.78,0.65,32.52,8.31,10.76,16.61,24.6,Moderate,Amritsar
31.92,96.98,0.69,32.52,8.01,10.86,15.92,23.81,Satisfactory,Amritsar
28.49,108.35,0.75,32.52,7.97,16.73,16.93,24.78,Moderate,Amritsar
37.0,119.96,0.68,31.49,16.04,13.24,19.94,26.67,Moderate,Amritsar
40.46,131.87,0.73,16.56,26.2,9.2,31.85,42.08,Moderate,Amritsar
34.6,123.23,0.74,16.48,18.43,12.51,21.98,30.65,Moderate,Amritsar
47.94,169.06,0.62,16.48,12.63,10.92,19.11,27.07,Moderate,Amritsar
55.58,88.74,0.71,16.48,53.34,5.53,58.55,77.94,Moderate,Amritsar
60.73,95.68,0.7,16.48,33.92,4.72,40.01,51.61,Moderate,Amritsar
39.81,95.02,0.68,16.48,18.72,4.64,23.84,32.27,Satisfactory,Amritsar
68.81,312.18,0.67,16.48,12.03,4.36,18.9,25.83,Moderate,Amritsar
23.77,69.62,0.59,16.48,9.97,7.21,17.0,23.17,Moderate,Amritsar
31.68,57.96,0.74,16.48,10.71,5.83,18.0,25.96,Satisfactory,Amritsar
32.85,151.19,0.66,16.48,18.01,4.79,23.35,31.94,Satisfactory,Amritsar
51.1,95.68,0.66,16.48,20.8,4.55,25.25,35.75,Satisfactory,Amritsar
45.24,40.0,0.63,16.48,17.9,5.22,23.11,27.47,Satisfactory,Amritsar
26.77,60.69,0.67,16.48,19.83,4.89,26.99,34.03,Good,Amritsar
41.64,76.49,0.69,16.48,15.97,4.67,22.03,30.6,Satisfactory,Amritsar
57.67,100.99,0.59,16.48,15.11,3.48,32.81,30.2,Satisfactory,Amritsar
48.57,95.68,0.33,10.73,17.33,3.54,3.26,10.88,Moderate,Bengaluru
48.57,95.68,1.35,22.77,19.73,3.97,6.05,14.14,Moderate,Bengaluru
48.57,95.68,17.4,12.03,19.88,13.61,11.91,20.72,Moderate,Bengaluru
48.57,95.68,5.05,17.7,21.61,6.52,7.45,16.88,Moderate,Bengaluru
48.57,95.68,1.83,12.72,22.17,4.71,9.52,21.76,Moderate,Bengaluru
48.57,95.68,0.52,13.82,23.2,4.42,6.6,16.24,Moderate,Bengaluru
48.57,95.68,1.46,16.98,28.66,5.13,22.6,30.84,Moderate,Bengaluru
48.57,95.68,2.3,17.35,31.1,7.07,7.5,21.16,Moderate,Bengaluru
48.57,95.68,0.54,16.27,25.98,12.84,6.75,15.03,Moderate,Bengaluru
48.57,95.68,1.69,25.01,29.23,3.08,3.38,16.76,Moderate,Bengaluru
48.57,95.68,2.59,16.07,29.84,8.2,3.97,17.49,Moderate,Bengaluru
48.57,95.68,0.61,16.41,28.4,7.16,10.85,21.85,Moderate,Bengaluru
48.57,95.68,0.63,10.34,30.56,6.51,10.65,22.9,Moderate,Bengaluru
48.57,95.68,1.83,16.47,25.94,8.66,9.09,19.43,Moderate,Bengaluru
48.57,95.68,3.29,19.35,20.64,6.24,6.79,15.92,Moderate,Bengaluru
48.57,95.68,16.41,16.02,18.51,19.28,10.74,22.36,Moderate,Bengaluru
48.57,95.68,15.98,14.33,17.37,24.91,8.17,21.64,Moderate,Bengaluru
48.57,95.68,9.04,22.48,17.2,22.18,6.16,18.79,Moderate,Bengaluru
48.57,95.68,8.09,23.34,16.74,27.99,7.83,19.44,Moderate,Bengaluru
48.57,95.68,4.05,103.68,7.24,92.66,10.44,22.66,Moderate,Bengaluru
48.57,95.68,18.3,30.84,5.45,82.07,7.02,18.26,Moderate,Bengaluru
48.57,95.68,3.32,41.95,13.57,57.51,17.15,29.6,Moderate,Bengaluru
48.57,95.68,5.04,17.78,12.82,27.33,3.8,12.0,Moderate,Bengaluru
48.57,95.68,2.42,14.72,16.27,6.47,4.77,9.73,Moderate,Bengaluru
48.57,95.68,3.39,16.27,16.32,3.32,3.19,8.72,Moderate,Bengaluru
48.57,95.68,5.39,21.35,13.85,2.95,2.27,8.43,Moderate,Bengaluru
48.57,95.68,1.71,27.37,16.71,3.09,10.92,15.67,Moderate,Bengaluru
48.57,95.68,4.87,17.05,14.85,6.53,6.31,11.58,Moderate,Bengaluru
48.57,95.68,2.26,18.78,10.45,3.03,86.9,49.95,Moderate,Bengaluru
48.57,95.68,1.06,19.51,4.93,24.31,62.22,51.53,Moderate,Bengaluru
48.57,95.68,0.46,23.21,11.11,29.18,36.24,30.07,Moderate,Bengaluru
48.57,95.68,0.36,20.75,22.14,7.36,2.99,13.01,Moderate,Bengaluru
48.57,95.68,0.46,19.75,19.19,6.14,5.83,13.06,Moderate,Bengaluru
48.57,95.68,0.59,20.64,18.47,5.02,4.56,12.44,Moderate,Bengaluru
48.57,95.68,1.08,18.62,22.46,4.46,5.92,15.19,Moderate,Bengaluru
48.57,95.68,0.59,16.06,26.36,7.65,12.17,20.48,Moderate,Bengaluru
48.57,95.68,0.5,13.76,25.98,3.12,5.04,16.42,Moderate,Bengaluru
48.57,95.68,1.45,20.96,22.46,5.51,10.59,18.41,Moderate,Bengaluru
48.57,95.68,0.45,22.81,26.06,7.25,7.18,16.75,Moderate,Bengaluru
48.57,95.68,0.64,31.01,22.48,3.37,3.78,13.7,Moderate,Bengaluru
48.57,95.68,0.77,39.86,20.18,1.04,4.97,13.54,Moderate,Bengaluru
48.57,95.68,0.57,32.19,26.52,1.64,10.52,20.81,Moderate,Bengaluru
48.57,95.68,0.96,44.15,21.47,12.98,10.1,18.0,Moderate,Bengaluru
48.57,95.68,1.32,37.79,21.85,7.56,16.74,23.38,Moderate,Bengaluru
48.57,95.68,0.9,31.76,26.05,5.18,11.29,21.19,Moderate,Bengaluru
48.57,95.68,0.76,45.16,23.68,4.82,4.71,15.19,Moderate,Bengaluru
48.57,95.68,2.35,49.3,24.41,3.84,10.65,19.88,Moderate,Bengaluru
48.57,95.68,0.83,44.34,24.68,13.39,15.95,24.11,Moderate,Bengaluru
48.57,95.68,3.23,28.85,23.38,17.62,17.48,23.51,Moderate,Bengaluru
48.57,95.68,2.18,31.69,27.71,11.15,14.46,24.33,Moderate,Bengaluru
48.57,95.68,6.95,33.43,22.83,12.52,10.0,18.26,Moderate,Bengaluru
48.57,95.68,8.98,39.2,21.34,14.25,4.77,14.07,Moderate,Bengaluru
48.57,95.68,6.28,54.18,24.09,13.11,8.27,17.26,Moderate,Bengaluru
48.57,95.68,13.56,53.97,24.14,11.93,7.39,16.93,Moderate,Bengaluru
48.57,95.68,4.78,40.55,28.8,5.76,13.49,24.25,Moderate,Bengaluru
48.57,95.68,1.49,51.91,29.78,6.5,13.88,24.83,Moderate,Bengaluru
48.57,95.68,1.24,65.41,31.32,7.13,9.7,22.64,Moderate,Bengaluru
48.57,95.68,1.14,66.49,26.9,4.0,6.52,18.07,Moderate,Bengaluru
48.57,95.68,1.38,62.61,19.57,2.82,2.94,11.15,Moderate,Bengaluru
48.57,95.68,0.48,51.37,10.39,6.93,2.52,10.91,Moderate,Bengaluru
48.57,95.68,3.56,58.97,18.06,6.72,4.23,14.59,Moderate,Bengaluru
48.57,95.68,14.67,43.5,19.56,8.6,7.81,17.16,Moderate,Bengaluru
48.57,95.68,3.39,61.8,17.36,5.99,4.75,12.54,Moderate,Bengaluru
48.57,95.68,29.33,45.01,19.94,8.79,11.53,18.57,Moderate,Bengaluru
48.57,95.68,23.53,31.55,15.04,16.03,5.94,12.71,Moderate,Bengaluru
48.57,95.68,25.7,36.67,15.68,12.69,7.08,14.94,Moderate,Bengaluru
48.57,95.68,16.01,45.87,11.59,11.89,5.24,9.48,Moderate,Bengaluru
48.57,95.68,25.5,36.7,20.06,11.47,6.85,18.5,Moderate,Bengaluru
48.57,95.68,1.08,41.81,26.12,3.17,4.95,17.58,Moderate,Bengaluru
48.57,95.68,1.33,35.98,33.01,2.86,8.59,23.66,Moderate,Bengaluru
48.57,95.68,1.9,37.65,25.29,1.67,5.47,17.47,Moderate,Bengaluru
48.57,95.68,13.01,43.46,20.97,7.84,8.1,17.24,Moderate,Bengaluru
48.57,95.68,18.28,49.53,20.58,19.64,12.44,19.72,Moderate,Bengaluru
48.57,95.68,29.93,48.26,15.12,16.57,9.08,15.97,Moderate,Bengaluru
48.57,95.68,25.25,47.74,18.67,30.13,12.37,20.45,Moderate,Bengaluru
48.57,95.68,17.79,49.86,31.84,11.89,13.81,27.25,Moderate,Bengaluru
48.57,95.68,6.17,49.27,34.01,3.76,35.23,40.01,Moderate,Bengaluru
48.57,95.68,15.98,56.32,33.58,47.19,17.05,29.48,Moderate,Bengaluru
30.65,95.68,4.55,43.25,28.48,2.76,3.36,18.68,Moderate,Bengaluru
48.59,95.68,3.89,52.96,27.0,1.94,3.47,18.04,Satisfactory,Bengaluru
47.38,95.68,11.29,71.85,22.39,2.05,2.84,15.33,Moderate,Bengaluru
65.65,95.68,9.95,72.84,26.35,6.3,3.1,17.45,Moderate,Bengaluru
60.47,95.68,1.46,64.12,29.87,6.07,5.39,20.88,Moderate,Bengaluru
62.56,95.68,10.05,82.34,23.57,4.98,3.16,16.39,Poor,Bengaluru
60.73,95.68,1.44,67.21,32.07,1.67,4.16,21.03,Moderate,Bengaluru
42.1,95.68,2.85,51.93,25.55,2.46,4.01,17.37,Moderate,Bengaluru
40.0,95.68,8.07,44.65,17.99,2.5,2.93,11.36,Moderate,Bengaluru
32.16,95.68,8.53,56.31,12.9,2.08,2.38,8.3,Moderate,Bengaluru
30.78,95.68,1.46,49.52,16.23,2.63,2.68,14.63,Satisfactory,Bengaluru
38.99,95.68,1.79,47.67,10.97,2.79,2.6,12.7,Satisfactory,Bengaluru
36.42,95.68,9.6,48.25,8.83,3.17,2.68,9.13,Moderate,Bengaluru
38.15,95.68,4.06,53.26,10.29,7.65,4.24,9.99,Moderate,Bengaluru
35.11,95.68,5.34,57.75,5.99,2.32,2.63,6.82,Moderate,Bengaluru
36.68,95.68,1.47,76.36,12.89,3.29,3.63,10.88,Moderate,Bengaluru
36.92,95.68,9.58,65.62,9.0,4.07,2.2,7.6,Moderate,Bengaluru
31.78,95.68,0.55,54.31,8.14,7.22,2.48,8.06,Satisfactory,Bengaluru
37.25,95.68,2.3,60.42,7.14,5.88,2.86,11.25,Satisfactory,Bengaluru
29.8,95.68,6.84,49.55,9.04,1.84,2.59,7.52,Moderate,Bengaluru
25.06,95.68,5.82,42.63,8.72,2.6,3.21,7.2,Satisfactory,Bengaluru
24.4,95.68,5.19,44.47,7.46,2.03,6.87,8.7,Moderate,Bengaluru
32.08,95.68,1.7,53.91,7.09,3.22,6.6,8.82,Moderate,Bengaluru
19.72,95.68,2.65,44.53,4.97,5.16,1.81,5.51,Moderate,Bengaluru
17.03,95.68,2.23,39.03,8.53,2.75,2.17,9.95,Satisfactory,Bengaluru
19.73,95.68,1.4,57.7,6.1,4.66,2.26,6.13,Satisfactory,Bengaluru
22.52,95.68,5.45,77.05,4.86,4.9,6.71,14.02,Moderate,Bengaluru
21.36,95.68,0.97,96.88,7.98,29.11,2.86,12.69,Moderate,Bengaluru
24.35,95.68,12.93,97.2,6.64,2.58,3.06,7.42,Poor,Bengaluru
18.33,95.68,3.84,101.63,5.98,3.99,2.4,6.47,Moderate,Bengaluru
17.66,95.68,0.48,81.34,6.58,2.49,1.85,5.89,Moderate,Bengaluru
27.46,95.68,4.58,37.22,7.91,5.53,2.53,7.1,Moderate,Bengaluru
27.94,95.68,6.14,34.74,6.45,4.43,3.8,9.94,Moderate,Bengaluru
23.81,95.68,0.89,32.79,6.21,26.42,4.01,13.57,Good,Bengaluru
23.11,95.68,3.65,15.88,6.84,12.35,4.16,14.07,Good,Bengaluru
15.12,95.68,1.13,109.66,14.96,5.12,4.35,12.52,Satisfactory,Bengaluru
19.59,95.68,3.1,157.2,8.42,26.92,4.35,12.28,Good,Bengaluru
69.85,95.68,1.22,123.32,14.35,15.91,8.6,19.55,Satisfactory,Bengaluru
24.62,95.68,1.26,65.38,7.74,18.89,3.77,11.71,Moderate,Bengaluru
32.92,95.68,2.31,57.59,12.95,14.79,7.12,18.7,Satisfactory,Bengaluru
44.53,95.68,1.34,27.11,17.71,8.34,7.24,22.68,Satisfactory,Bengaluru
26.68,95.68,0.89,51.81,16.69,11.54,3.79,12.64,Moderate,Bengaluru
39.06,95.68,1.59,26.93,14.31,4.96,3.45,12.05,Satisfactory,Bengaluru
50.83,95.68,4.44,16.83,14.24,2.99,5.74,14.93,Poor,Bengaluru
62.58,95.68,1.32,17.81,15.2,7.47,5.03,10.05,Satisfactory,Bengaluru
45.26,95.68,4.17,21.39,25.81,6.79,5.21,15.91,Moderate,Bengaluru
40.37,95.68,0.0,36.56,20.7,8.6,9.03,13.3,Satisfactory,Bengaluru
43.21,95.68,28.28,80.02,17.15,11.77,8.24,10.79,Moderate,Bengaluru
41.53,95.68,0.5,31.73,20.41,4.67,5.74,14.16,Satisfactory,Bengaluru
27.85,95.68,4.82,88.24,17.29,7.18,5.82,11.04,Moderate,Bengaluru
36.83,95.68,23.56,39.61,24.35,6.64,4.6,13.81,Moderate,Bengaluru
40.81,95.68,2.57,32.11,29.77,3.46,6.5,14.91,Satisfactory,Bengaluru
36.11,95.68,0.3,14.0,29.38,11.84,6.97,17.29,Satisfactory,Bengaluru
28.76,95.68,0.89,15.17,29.1,2.96,8.95,18.34,Satisfactory,Bengaluru
40.74,95.68,0.0,7.96,32.27,2.77,8.61,20.96,Good,Bengaluru
23.77,95.68,1.19,12.14,33.12,2.83,6.77,20.16,Satisfactory,Bengaluru
17.34,95.68,2.06,12.14,22.13,3.08,5.26,14.1,Satisfactory,Bengaluru
30.45,95.68,1.19,8.48,32.24,3.9,5.23,18.53,Satisfactory,Bengaluru
15.8,95.68,12.23,21.44,22.62,5.8,5.08,11.25,Moderate,Bengaluru
20.12,95.68,12.77,32.76,22.49,5.83,6.65,13.5,Moderate,Bengaluru
25.27,95.68,1.14,37.13,31.22,3.92,10.97,20.24,Satisfactory,Bengaluru
26.7,95.68,1.26,36.42,32.48,4.24,4.76,16.97,Satisfactory,Bengaluru
27.84,95.68,1.21,25.96,17.97,4.38,6.01,9.15,Satisfactory,Bengaluru
29.52,95.68,10.68,28.02,17.88,4.89,5.09,8.93,Moderate,Bengaluru
27.97,95.68,17.21,22.59,23.45,12.38,6.23,13.42,Moderate,Bengaluru
28.17,95.68,9.13,23.52,17.13,3.98,4.91,10.15,Moderate,Bengaluru
27.71,95.68,4.19,21.85,18.69,4.81,4.01,10.4,Moderate,Bengaluru
28.01,95.68,4.21,23.36,12.85,3.92,2.74,9.33,Moderate,Bengaluru
31.7,95.68,4.79,27.83,11.83,4.02,2.97,9.27,Satisfactory,Bengaluru
48.08,95.68,1.22,42.06,41.16,0.96,12.38,23.43,Satisfactory,Bengaluru
30.77,95.68,1.4,31.65,22.5,0.92,6.31,13.99,Satisfactory,Bengaluru
26.15,95.68,4.52,54.35,14.82,7.13,0.95,10.67,Moderate,Bengaluru
40.71,95.68,2.84,22.32,6.62,4.24,0.75,5.01,Satisfactory,Bengaluru
23.69,95.68,1.7,68.17,14.12,6.9,1.65,7.77,Moderate,Bengaluru
23.95,95.68,1.77,54.65,9.28,7.93,0.46,3.25,Satisfactory,Bengaluru
21.51,95.68,1.52,46.8,19.98,4.44,1.59,9.87,Satisfactory,Bengaluru
25.56,95.68,1.4,29.64,6.39,4.47,1.14,7.52,Satisfactory,Bengaluru
22.41,95.68,5.65,27.39,14.61,5.85,2.59,19.41,Moderate,Bengaluru
16.02,95.68,1.78,20.75,30.73,11.64,4.7,36.51,Satisfactory,Bengaluru
12.69,95.68,4.45,19.63,25.18,4.22,4.38,27.39,Satisfactory,Bengaluru
13.29,95.68,3.93,17.13,22.65,17.45,4.82,13.65,Moderate,Bengaluru
12.11,95.68,1.4,20.96,20.8,15.06,6.72,13.22,Satisfactory,Bengaluru
13.66,95.68,1.96,24.49,22.16,6.09,3.61,11.83,Satisfactory,Bengaluru
14.56,95.68,1.54,15.75,17.32,11.59,3.34,8.95,Satisfactory,Bengaluru
14.76,95.68,1.89,20.52,13.35,10.35,3.2,7.08,Satisfactory,Bengaluru
12.29,95.68,3.21,19.08,10.75,15.0,2.53,4.86,Satisfactory,Bengaluru
11.72,95.68,2.36,20.38,9.61,1.96,1.76,4.7,Moderate,Bengaluru
15.7,95.68,1.56,34.42,13.12,5.04,6.3,10.43,Satisfactory,Bengaluru
22.94,95.68,3.74,13.24,10.09,1.58,2.88,5.6,Moderate,Bengaluru
19.54,95.68,2.0,13.5,11.09,4.12,2.19,5.01,Satisfactory,Bengaluru
22.68,95.68,1.3,16.42,18.7,1.35,2.8,9.83,Good,Bengaluru
21.86,95.68,1.54,11.12,19.0,4.34,3.91,11.85,Satisfactory,Bengaluru
18.74,95.68,2.89,8.62,14.48,1.95,3.9,9.69,Satisfactory,Bengaluru
18.81,95.68,3.84,10.31,15.95,2.02,3.01,8.19,Moderate,Bengaluru
15.11,95.68,4.29,10.68,16.04,5.53,2.78,11.71,Moderate,Bengaluru
17.47,95.68,2.08,10.97,7.27,7.51,1.74,4.01,Moderate,Bengaluru
15.92,95.68,5.48,21.62,5.61,5.41,0.89,1.82,Moderate,Bengaluru
13.58,95.68,2.83,11.83,5.38,5.49,2.0,3.37,Moderate,Bengaluru
14.52,95.68,1.75,13.27,6.1,4.41,1.14,3.71,Satisfactory,Bengaluru
27.25,95.68,15.98,15.2,5.23,10.62,0.86,2.93,Moderate,Bengaluru
20.99,95.68,2.03,15.42,4.38,2.53,0.72,1.91,Moderate,Bengaluru
22.26,95.68,5.28,10.29,7.02,7.62,1.23,3.74,Poor,Bengaluru
23.51,95.68,5.01,6.61,8.39,5.94,2.75,5.43,Moderate,Bengaluru
19.76,95.68,6.96,6.45,6.34,6.28,1.24,3.24,Moderate,Bengaluru
20.24,95.68,2.58,11.01,11.59,5.12,2.26,6.83,Moderate,Bengaluru
17.28,95.68,7.52,8.37,5.11,3.69,1.07,2.7,Moderate,Bengaluru
21.52,95.68,15.9,9.72,5.99,2.76,1.0,2.9,Moderate,Bengaluru
19.43,95.68,20.81,7.89,7.66,2.29,1.13,4.66,Poor,Bengaluru
19.27,95.68,26.99,8.96,8.79,2.54,2.21,6.36,Very Poor,Bengaluru
23.27,95.68,2.86,9.3,7.83,3.36,1.73,7.62,Moderate,Bengaluru
18.63,95.68,7.24,7.27,8.71,6.25,2.96,6.88,Moderate,Bengaluru
14.52,95.68,3.42,7.56,10.04,3.89,5.93,8.43,Moderate,Bengaluru
12.84,95.68,15.1,5.4,10.1,3.25,7.5,9.4,Moderate,Bengaluru
19.08,95.68,2.42,5.06,10.66,2.39,6.5,9.34,Moderate,Bengaluru
23.45,95.68,2.11,9.66,9.83,1.86,5.88,8.64,Satisfactory,Bengaluru
25.62,95.68,27.06,10.42,12.22,2.84,5.21,9.75,Poor,Bengaluru
27.03,95.68,10.62,7.82,11.7,2.78,4.42,9.3,Poor,Bengaluru
24.09,95.68,9.91,5.49,17.43,4.49,5.64,12.1,Moderate,Bengaluru
23.17,95.68,3.56,8.06,15.73,2.98,4.97,11.27,Moderate,Bengaluru
26.84,95.68,1.62,8.48,10.76,3.46,6.18,9.67,Satisfactory,Bengaluru
19.24,95.68,18.69,10.27,8.46,3.98,3.78,7.12,Moderate,Bengaluru
14.46,95.68,12.18,9.43,7.65,1.66,3.76,6.72,Moderate,Bengaluru
14.3,95.68,9.82,8.67,10.26,2.39,5.1,8.78,Moderate,Bengaluru
19.29,95.68,9.35,3.62,11.45,1.72,4.45,8.94,Poor,Bengaluru
21.39,95.68,16.7,3.54,9.91,2.39,4.14,8.06,Moderate,Bengaluru
45.86,95.68,9.44,5.13,11.26,3.29,5.98,9.75,Poor,Bengaluru
18.38,95.68,16.46,6.49,9.48,10.54,3.82,7.7,Poor,Bengaluru
24.44,95.68,2.89,9.61,10.0,15.96,4.63,8.6,Satisfactory,Bengaluru
25.14,95.68,2.42,8.9,11.03,2.54,3.59,7.88,Good,Bengaluru
13.85,95.68,14.36,8.78,8.83,3.82,5.69,8.32,Moderate,Bengaluru
16.63,95.68,12.51,7.16,10.76,5.27,3.66,8.08,Moderate,Bengaluru
19.04,95.68,1.5,5.82,12.67,4.9,3.67,9.08,Satisfactory,Bengaluru
24.43,95.68,1.86,5.42,11.52,3.15,4.59,7.93,Moderate,Bengaluru
19.16,95.68,1.09,3.53,10.27,3.35,5.08,7.61,Good,Bengaluru
18.18,95.68,9.97,3.38,20.21,2.43,4.06,11.77,Satisfactory,Bengaluru
15.52,95.68,37.73,4.83,9.54,1.86,3.48,6.15,Poor,Bengaluru
18.67,95.68,25.13,5.74,11.41,2.13,5.9,8.58,Moderate,Bengaluru
15.85,95.68,9.92,5.24,10.66,2.6,5.74,8.17,Satisfactory,Bengaluru
18.26,95.68,48.07,3.0,11.85,2.4,4.56,8.03,Moderate,Bengaluru
17.94,95.68,3.15,7.21,18.38,5.94,6.02,13.03,Satisfactory,Bengaluru
21.86,95.68,1.16,3.29,10.02,3.79,3.06,6.18,Good,Bengaluru
46.86,95.68,20.25,3.98,8.46,3.78,2.62,5.62,Satisfactory,Bengaluru
54.42,95.68,8.78,4.73,7.32,2.1,1.56,5.27,Moderate,Bengaluru
21.02,95.68,1.82,6.23,8.21,5.16,3.65,6.26,Satisfactory,Bengaluru
21.1,95.68,29.0,9.86,7.98,2.96,2.56,5.34,Moderate,Bengaluru
16.64,95.68,29.16,6.76,7.44,7.22,3.45,5.58,Moderate,Bengaluru
14.99,95.68,34.69,6.11,6.61,2.51,4.81,6.6,Poor,Bengaluru
20.21,95.68,35.05,5.86,14.73,6.15,4.54,12.48,Poor,Bengaluru
18.04,95.68,16.67,10.04,13.63,2.49,1.93,9.32,Moderate,Bengaluru
20.8,95.68,9.03,7.48,17.39,1.32,5.06,10.93,Poor,Bengaluru
15.35,95.68,14.55,5.93,19.5,2.98,6.56,13.98,Poor,Bengaluru
27.31,95.68,21.83,3.75,19.73,2.85,4.58,12.9,Poor,Bengaluru
32.13,95.68,9.91,4.3,17.92,7.14,9.89,15.33,Poor,Bengaluru
23.26,95.68,1.31,3.41,34.35,3.73,7.05,21.46,Satisfactory,Bengaluru
17.9,95.68,11.68,3.44,17.51,6.56,3.31,11.02,Satisfactory,Bengaluru
10.99,95.68,1.14,3.35,15.97,1.07,2.95,9.93,Satisfactory,Bengaluru
12.9,95.68,26.54,3.86,11.64,0.91,2.79,7.72,Satisfactory,Bengaluru
22.29,95.68,1.16,4.72,15.11,1.0,4.0,10.24,Satisfactory,Bengaluru
20.06,95.68,4.29,6.26,16.49,4.38,5.0,13.5,Moderate,Bengaluru
17.38,95.68,1.43,7.65,12.18,1.1,4.23,12.33,Satisfactory,Bengaluru
14.67,95.68,2.4,4.84,20.81,1.13,6.76,14.62,Satisfactory,Bengaluru
18.96,95.68,1.96,4.19,21.16,1.42,3.22,12.18,Satisfactory,Bengaluru
20.56,95.68,9.97,12.64,13.86,2.56,4.26,9.92,Moderate,Bengaluru
17.27,95.68,2.76,12.65,5.53,0.73,1.37,3.77,Moderate,Bengaluru
23.42,95.68,5.77,17.22,6.47,1.24,2.6,5.25,Satisfactory,Bengaluru
24.9,95.68,5.26,13.62,7.25,1.67,2.58,5.57,Satisfactory,Bengaluru
23.54,95.68,1.19,11.57,9.49,2.18,1.75,6.09,Good,Bengaluru
24.49,95.68,1.42,14.5,12.59,2.49,2.5,8.41,Satisfactory,Bengaluru
26.16,95.68,1.76,10.98,15.89,2.12,3.72,10.97,Satisfactory,Bengaluru
27.38,95.68,1.47,38.49,17.6,2.63,6.79,14.32,Satisfactory,Bengaluru
18.38,95.68,22.81,30.84,11.7,1.35,2.41,7.72,Poor,Bengaluru
16.34,95.68,9.83,21.21,12.0,3.08,4.12,9.25,Moderate,Bengaluru
22.47,95.68,1.78,12.62,10.95,5.6,6.9,10.3,Satisfactory,Bengaluru
29.6,95.68,13.22,5.34,11.14,7.0,6.75,10.91,Satisfactory,Bengaluru
15.21,95.68,1.2,5.01,12.29,3.26,6.53,11.26,Satisfactory,Bengaluru
18.09,95.68,3.19,5.48,13.42,2.85,5.32,10.92,Satisfactory,Bengaluru
16.68,95.68,22.32,17.12,13.1,2.42,4.77,10.22,Moderate,Bengaluru
12.24,95.68,19.24,13.22,11.85,2.08,2.59,7.95,Moderate,Bengaluru
14.99,95.68,18.85,12.68,12.44,2.19,5.5,10.43,Moderate,Bengaluru
11.75,95.68,1.06,5.72,11.66,2.54,3.39,8.49,Good,Bengaluru
11.47,95.68,18.66,14.33,12.06,2.26,3.26,8.6,Satisfactory,Bengaluru
10.93,95.68,1.7,10.45,9.78,1.92,2.64,6.94,Satisfactory,Bengaluru
13.18,95.68,1.01,21.33,8.71,2.34,2.99,7.78,Good,Bengaluru
13.47,95.68,8.24,10.94,8.98,2.85,3.25,8.24,Moderate,Bengaluru
7.32,95.68,1.27,11.51,9.42,1.74,3.3,8.69,Satisfactory,Bengaluru
16.51,95.68,2.15,15.34,15.32,3.01,3.86,12.75,Satisfactory,Bengaluru
28.38,95.68,2.21,20.63,22.83,2.97,6.09,18.49,Satisfactory,Bengaluru
27.74,95.68,2.13,21.96,27.93,2.32,3.53,19.01,Satisfactory,Bengaluru
29.1,95.68,2.39,16.37,22.47,2.37,3.31,15.65,Satisfactory,Bengaluru
17.48,95.68,3.05,49.22,21.03,2.47,3.62,13.71,Moderate,Bengaluru
14.95,95.68,2.68,9.51,17.22,1.46,1.98,10.16,Moderate,Bengaluru
27.29,95.68,2.26,12.01,20.53,1.7,10.46,18.34,Moderate,Bengaluru
19.98,95.68,2.0,18.48,30.35,1.69,21.66,31.94,Satisfactory,Bengaluru
31.36,95.68,2.09,20.18,33.02,1.72,5.95,21.34,Satisfactory,Bengaluru
35.5,95.68,2.71,14.05,31.34,1.3,6.74,21.07,Moderate,Bengaluru
26.25,95.68,1.95,12.61,30.71,1.45,4.82,19.52,Moderate,Bengaluru
22.3,95.68,1.82,30.84,26.84,4.18,3.85,17.13,Satisfactory,Bengaluru
13.97,95.68,1.67,18.98,19.24,1.6,2.64,11.96,Moderate,Bengaluru
9.63,95.68,2.21,12.67,16.51,1.37,3.75,11.21,Moderate,Bengaluru
28.7,95.68,1.96,10.81,23.13,2.64,6.17,16.54,Satisfactory,Bengaluru
35.04,95.68,1.7,15.74,19.67,4.52,6.66,15.11,Satisfactory,Bengaluru
15.82,95.68,1.63,11.29,19.92,5.29,3.63,12.95,Moderate,Bengaluru
12.14,95.68,1.21,12.96,19.19,8.55,5.05,13.76,Satisfactory,Bengaluru
14.44,95.68,1.54,14.01,20.31,7.68,5.96,15.2,Satisfactory,Bengaluru
12.01,95.68,2.66,10.22,21.36,7.04,6.16,15.75,Moderate,Bengaluru
10.02,95.68,3.38,9.49,19.3,2.26,4.91,13.76,Moderate,Bengaluru
17.14,95.68,1.72,8.84,27.34,2.61,7.37,19.63,Satisfactory,Bengaluru
25.65,95.68,1.62,9.81,38.97,2.54,10.14,27.72,Satisfactory,Bengaluru
31.78,95.68,2.5,11.44,58.6,2.57,11.48,38.5,Moderate,Bengaluru
46.63,95.68,1.47,11.97,71.63,3.74,7.75,43.26,Satisfactory,Bengaluru
49.23,95.68,2.12,11.33,51.64,3.23,13.62,35.97,Satisfactory,Bengaluru
40.76,95.68,6.11,13.38,33.93,2.15,5.27,21.32,Moderate,Bengaluru
31.18,95.68,3.03,8.33,37.25,2.36,6.97,21.57,Moderate,Bengaluru
42.02,95.68,1.5,6.43,27.41,2.71,8.97,19.27,Satisfactory,Bengaluru
43.32,95.68,3.91,13.06,22.4,3.1,4.93,19.72,Moderate,Bengaluru
42.64,95.68,1.14,14.4,21.57,2.14,2.42,19.75,Satisfactory,Bengaluru
55.94,95.68,1.31,33.92,24.25,2.76,1.96,21.45,Satisfactory,Bengaluru
